name,index year,overall score,property rights,freedom from corruption,fiscal freedom,government spending,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom
Bangladesh ,1997,49.9,30,10,70.6,94.2,40,N/A,66.1,38,50,50
Barbados,1997,64.5,50,50,60.7,73,70,N/A,87.5,49,70,70
Belarus,1997,39.8,50,10,38,32.9,70,N/A,0,77.2,30,50
Belgium,1997,64.6,90,69,33.7,14.8,70,N/A,86.4,77.8,70,70
Belize,1997,64.3,70,50,63.3,88.2,70,N/A,84.6,33,70,50
Benin,1997,61.3,50,50,71.9,88.2,70,N/A,62.3,58.8,50,50
Bhutan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bolivia,1997,65.1,50,30,89.1,76.1,55,N/A,80.5,65.4,70,70
Bosnia and Herzegovina,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Botswana,1997,59.1,70,50,75.9,46.6,70,N/A,74.2,25,50,70
Brazil,1997,52.6,50,27,88.3,80.8,70,N/A,0,57,50,50
Bulgaria,1997,47.6,50,30,48.9,37.3,55,N/A,36.5,71,50,50
Burkina Faso,1997,54,50,10,66.5,85.3,55,N/A,63.9,55,70,30
Burma,1997,45.4,30,10,81.8,85.2,40,N/A,51.7,50,30,30
Burundi,1997,45.4,30,10,43.6,81.5,55,N/A,58.6,70.2,30,30
Cambodia,1997,52.8,30,30,91.7,91.8,55,N/A,62.1,15,50,50
Cameroon,1997,44.6,30,10,51,88.8,55,N/A,61.7,25,50,30
Canada,1997,67.9,90,89,38.1,25.9,85,N/A,86.8,77,50,70
Cape Verde,1997,47.7,70,30,63.6,17,55,N/A,68.3,45,70,10
Central African Republic,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad,1997,45.1,30,10,46.2,89.1,55,N/A,62.4,53.4,30,30
Chile,1997,75.9,90,79,73.5,86.6,85,N/A,75.6,73,70,50
China,1997,51.7,30,22,70.4,95.4,55,N/A,62.7,30,50,50
Colombia,1997,66.4,50,34,77.3,99.3,70,N/A,65.4,61,70,70
Comoros,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Costa Rica ,1997,65.6,50,50,82.7,87.9,70,N/A,67,63,70,50
C̫te d'Ivoire ,1997,50.5,30,30,51.9,88.9,55,N/A,64.6,34,50,50
Croatia,1997,46.7,30,50,74.4,50.5,55,N/A,0,60.8,50,50
Cuba,1997,27.8,10,10,47.6,0,40,N/A,62.9,60,10,10
Cyprus,1997,67.9,50,50,71.3,67.9,85,N/A,78.5,68.4,70,70
Czech Republic,1997,68.8,70,50,53.7,35.4,100,N/A,74.4,76,70,90
Democratic Republic of Congo,1997,39.5,30,10,54.7,97.2,55,N/A,0,49,30,30
Denmark,1997,67.5,90,93,30.6,0,85,N/A,91,77.8,70,70
Djibouti,1997,54.5,50,30,84.1,44.5,55,N/A,75.5,51,50,50
Dominica,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,1997,53.5,30,30,85.7,89.6,55,N/A,74.2,17,50,50
Ecuador,1997,61,50,30,78.2,91,55,N/A,57.7,67,70,50
Egypt,1997,54.5,50,50,55.9,72.3,55,N/A,66.7,41,50,50
El Salvador ,1997,70.5,50,50,83.6,92,70,N/A,74.1,75,70,70
Equatorial Guinea,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eritrea,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,1997,69.1,70,50,71.4,55.5,85,N/A,55.5,74,90,70
Ethiopia,1997,48.1,30,30,48.7,79.9,55,N/A,71.2,58,30,30
Fiji,1997,58,50,30,71,77.5,55,N/A,80.8,57.6,50,50
Finland,1997,65.2,90,91,54.9,0,70,N/A,83.3,77.8,70,50
France,1997,59.1,70,70,38.1,9.6,85,N/A,81.5,77.8,50,50
Gabon,1997,58.8,50,50,49.9,80.5,70,N/A,65.3,23.6,70,70
Georgia,1997,46.5,30,10,92,82.3,55,N/A,0,69,50,30
Germany,1997,67.5,90,81,37.8,28,70,N/A,85.6,75,70,70
Ghana,1997,56.7,50,50,72.9,70.8,55,N/A,51.2,60,50,50
Greece,1997,59.6,70,40,54,54.4,70,N/A,70.1,77.8,70,30
Guatemala ,1997,65.7,50,50,81.5,97.5,55,N/A,70.7,67,50,70
Guinea,1997,52.9,30,10,71.4,90.8,55,N/A,80.3,19,50,70
Guinea-Bissau,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guyana,1997,53.2,50,30,59.8,61.8,55,N/A,72.9,49.8,50,50
Haiti,1997,45.8,10,10,78.7,98.7,40,N/A,50,65,30,30
Honduras ,1997,56,50,30,65.4,82.9,55,N/A,57.8,63,50,50
Hong Kong,1997,88.6,90,71,91.8,93,100,N/A,81.1,90,90,90
Hungary ,1997,55.3,70,41,54.4,0,70,N/A,63,59,70,70
Iceland,1997,70.5,90,90,61.6,40.6,70,N/A,81.3,80.8,70,50
India,1997,49.7,50,28,67.1,88.7,55,N/A,65.1,13.2,50,30
Indonesia,1997,62,50,19,79.9,90.3,55,N/A,70.8,73,70,50
Iran,1997,34.5,10,10,41.5,85.1,55,N/A,43.7,45,10,10
Iraq,1997,17.2,10,10,10,10.2,55,N/A,0,40,10,10
Ireland,1997,72.6,90,84,49.9,41.1,85,N/A,85.2,77.8,70,70
Israel,1997,62.7,70,30,51.7,32,85,N/A,74.3,81,90,50
Italy,1997,58.1,70,30,43.2,10.6,70,N/A,81.1,77.8,70,70
Jamaica ,1997,67.7,70,50,76.3,76.6,70,N/A,59.1,67,70,70
Japan,1997,70.3,90,67,54.2,63,85,N/A,92,81,50,50
Jordan,1997,63.6,70,30,64.6,65.1,70,N/A,79.5,53,70,70
Kazakhstan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenya,1997,60.1,50,50,69.1,71,55,N/A,67.8,58,50,70
Kiribati,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,1997,64.8,90,70,99.9,0.8,85,N/A,80.1,77,30,50
Kyrgyz Republic ,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1997,35.1,10,10,32.3,82.4,40,N/A,55.4,66,10,10
Latvia,1997,62.4,50,30,78,56.2,85,N/A,57.4,65,70,70
Lebanon,1997,63.9,50,10,98,78.5,70,N/A,73.9,75,50,70
Lesotho,1997,47.2,50,30,58.8,35.4,55,N/A,65.3,50.2,50,30
Liberia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,1997,28.9,10,10,33.3,61.1,40,N/A,61.2,24,10,10
Liechtenstein,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1997,57.3,50,30,75.6,58,70,N/A,33,79,70,50
Luxembourg,1997,72.8,90,90,45.2,40.6,85,N/A,85.8,79,70,70
Macau,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1997,53.8,50,30,74.9,88.2,70,N/A,53.5,58,30,30
Malawi,1997,53.4,50,30,71.2,85.9,55,N/A,38.6,49.8,50,50
Malaysia ,1997,66.8,70,53,76.6,83.6,85,N/A,78.1,55,50,50
Maldives,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1997,56.4,50,10,49,77.8,70,N/A,65.8,65,70,50
Malta,1997,57.9,50,30,68.4,47.8,70,N/A,72.3,62.6,70,50
Mauritania,1997,47,30,30,50.4,83.9,55,N/A,69.3,44.4,50,10
Mauritius,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mexico,1997,57.1,50,32,73.2,82.7,55,N/A,57.8,63,70,30
Micronesia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1997,48.9,50,30,59,45.6,70,N/A,10.4,75,50,50
Mongolia,1997,52.9,50,50,62,41.4,70,N/A,34.5,68.6,50,50
Montenegro,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1997,64.7,70,50,62.1,76.3,70,N/A,74.8,59,70,50
Mozambique ,1997,44,30,10,68.2,71.4,40,N/A,42.9,73.6,30,30
Namibia,1997,61.6,70,50,67.7,60.5,55,N/A,74.9,36.2,70,70
Nepal,1997,53.6,50,10,82.9,93.5,55,N/A,67.7,63,30,30
New Zealand,1997,79,90,96,64.7,53.9,85,N/A,83.7,78.6,70,90
Nicaragua ,1997,53.3,30,10,78.3,61.1,55,N/A,69.3,56,70,50
Niger,1997,46.6,50,10,46.1,89.6,55,N/A,59.9,48.4,30,30
Nigeria,1997,52.8,50,50,81.3,47.3,55,N/A,43,48.4,70,30
North Korea,1997,8.9,10,10,0,0,40,N/A,0,0,10,10
Norway,1997,65.1,90,86,58,12.2,70,N/A,80.6,69,70,50
Oman,1997,64.5,70,70,75,46.3,85,N/A,81.7,73,50,30
Pakistan ,1997,56,70,23,67.5,71.2,55,N/A,68,30,70,50
Panama ,1997,72.4,50,50,80.8,87.1,70,N/A,88.8,65,70,90
Papua New Guinea,1997,56.7,50,50,81.5,74.2,70,N/A,67.9,36.6,50,30
Paraguay ,1997,67.3,50,10,89.9,92.2,70,N/A,65,69,90,70
Peru,1997,63.8,50,30,80.5,92,55,N/A,68.5,58.6,70,70
Poland,1997,56.8,70,70,49.5,26.8,70,N/A,55.2,49.6,70,50
Portugal,1997,63.6,70,56,61,36.5,70,N/A,81.4,77.8,70,50
Qatar,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Congo ,1997,42.2,30,10,54.1,59.8,55,N/A,58.8,52.4,30,30
Romania,1997,50.8,30,30,44.3,65.5,55,N/A,39.1,73,70,50
Russia,1997,48.6,50,30,77.7,58.5,55,N/A,0,46,50,70
Rwanda,1997,38.3,10,10,67.9,92.2,40,N/A,50.8,34,30,10
Saint Lucia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1997,51.5,50,70,64.5,25,70,N/A,83.6,0,50,50
Ṣo Tom̩ and Pr�_ncipe ,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1997,68.7,90,70,99.4,56.7,85,N/A,78.1,59,30,50
Senegal,1997,58.1,70,50,61,86.8,55,N/A,62.1,37.8,50,50
Serbia ,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1997,45,30,10,51.3,88.9,70,N/A,58.2,16.2,50,30
Singapore,1997,87.3,90,93,80.6,94,100,N/A,85.8,83,90,70
Slovakia,1997,55.5,50,50,66.4,22,70,N/A,68.1,73,50,50
Slovenia,1997,55.6,50,50,51.4,36.2,70,N/A,64,59,50,70
Solomon Islands,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1997,63.2,50,56,61.3,65.3,85,N/A,76.2,55,70,50
South Korea,1997,69.8,90,43,68.1,86.9,70,N/A,80.9,69.2,50,70
Spain,1997,59.6,70,44,45.8,32.9,70,N/A,76.3,77.8,70,50
Sri Lanka,1997,65.5,50,50,72.5,69.1,85,N/A,81.8,61,50,70
Sudan,1997,39.9,30,30,32.8,86.5,55,N/A,27.4,37,30,30
Suriname,1997,35.9,50,10,41.7,61.1,55,N/A,0,25,50,30
Swaziland,1997,59.4,70,30,63.1,67.5,70,N/A,67.5,46.6,70,50
Sweden,1997,63.3,70,89,39.5,0,70,N/A,84.8,77,70,70
Switzerland,1997,78.6,90,88,77.7,54.4,70,N/A,86.7,80.6,70,90
Syria,1997,43,30,10,38.6,75.3,85,N/A,64.9,43,30,10
Taiwan,1997,70,90,51,74.4,71.4,85,N/A,82.8,75.2,50,50
Tajikistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanzania,1997,59.3,50,30,77.5,92.7,55,N/A,60.8,67.8,50,50
Thailand ,1997,66.1,90,28,74.2,91.3,70,N/A,75.3,66.4,50,50
The Bahamas,1997,74.5,90,70,97.3,87.8,100,N/A,86.1,19,50,70
The Gambia,1997,52.9,70,10,72.5,80.8,55,N/A,69.9,58,30,30
The Netherlands,1997,70.4,90,87,34.1,14.1,85,N/A,85.4,77.8,70,90
The Philippines,1997,62.2,70,28,73.1,87.9,70,N/A,78.1,53.2,50,50
Timor-Leste,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,1997,71.3,90,50,68.2,79.6,70,N/A,78.8,45,90,70
Tunisia,1997,63.8,50,50,68.8,65.7,85,N/A,80,35,70,70
Turkey,1997,60.8,70,41,57.3,61.8,70,N/A,29.8,77.8,70,70
Turkmenistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uganda,1997,66.6,70,30,81,89.6,70,N/A,81.4,57.2,70,50
Ukraine,1997,43.5,50,30,61.1,49.1,55,N/A,0,66,50,30
United Arab Emirates,1997,71.9,90,90,99.9,49.1,85,N/A,76.1,77,30,50
United Kingdom,1997,76.4,90,90,61.7,39.3,85,N/A,84,77.8,70,90
United States,1997,75.6,90,78,64.5,60,85,N/A,84.5,78.4,70,70
Uruguay ,1997,67.5,70,50,88.3,67.1,70,N/A,53.1,69,70,70
Uzbekistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Venezuela ,1997,52.8,50,27,75,47.1,70,N/A,41.7,65,50,50
Vietnam,1997,38.6,10,10,42.8,78.9,40,N/A,61,44.6,30,30
Yemen,1997,48.4,30,10,81.4,74.8,55,N/A,39.1,45,70,30
Zambia,1997,62.1,50,50,71.6,69.5,55,N/A,48.9,74,70,70
Zimbabwe,1997,48,50,30,64.7,67.1,55,N/A,59.7,25,30,50
Afghanistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,1996,53.8,50,10,81.7,51,70,N/A,42.6,59,70,50
Algeria,1996,54.5,50,50,48.8,60.7,70,N/A,57,54.2,50,50
Angola,1996,24.4,30,10,54.6,0,40,N/A,0,25,30,30
Argentina,1996,74.7,70,70,80.2,89.4,85,N/A,77.5,60,70,70
Armenia,1996,42.2,50,50,75.8,0,55,N/A,0,69,30,50
Australia,1996,74,90,70,59.3,53.4,70,N/A,86.5,77,70,90
Austria,1996,68.9,90,90,45.9,0,70,N/A,83.6,81,70,90
Azerbaijan,1996,30,30,10,46.3,48.8,40,N/A,0,55,10,30
Bahrain,1996,76.4,60,70,99.4,72.5,100,N/A,89.1,77,50,70
Bangladesh ,1996,51.1,30,10,79.2,92,40,N/A,70.7,38,50,50
Barbados,1996,62.3,50,30,60.8,71.5,70,N/A,89,49,70,70
Belarus,1996,38.7,50,10,38,0,70,N/A,0,60,50,70
Belgium,1996,66,90,90,33.9,7.3,70,N/A,85,77.8,70,70
Belize,1996,61.6,70,50,63.3,68.7,70,N/A,85.4,27,70,50
Benin,1996,54.5,50,50,72.1,90.5,70,N/A,57.9,0,50,50
Bhutan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bolivia,1996,65.2,50,30,89.2,75.3,55,N/A,81.6,65.4,70,70
Bosnia and Herzegovina,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Botswana,1996,61.6,70,70,63.5,46.6,70,N/A,68.1,46.2,50,70
Brazil,1996,48.1,50,30,66.7,74.4,55,N/A,0,57,50,50
Bulgaria,1996,48.6,50,30,50.6,30.6,55,N/A,30,71,70,50
Burkina Faso,1996,49.4,30,10,66.7,84.3,40,N/A,59.1,55,70,30
Burma,1996,45.1,30,10,81.8,81.3,40,N/A,53.3,50,30,30
Burundi,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cambodia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cameroon,1996,45.7,30,10,51.3,88,55,N/A,72.4,25,50,30
Canada,1996,70.3,90,90,64.6,18.3,85,N/A,89.7,75.2,50,70
Cape Verde,1996,49.7,70,30,64.3,30.9,55,N/A,72.3,45,70,10
Central African Republic,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chile,1996,72.6,90,50,89.8,85.9,85,N/A,68,65,70,50
China,1996,51.3,30,30,70.7,94.6,55,N/A,61.5,20,50,50
Colombia,1996,64.3,50,10,80.4,99.2,70,N/A,64.1,65,70,70
Comoros,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Costa Rica ,1996,66.4,50,50,82.5,90.5,70,N/A,71.9,63,70,50
C̫te d'Ivoire ,1996,49.9,50,30,52.2,86.4,55,N/A,62.9,12.6,50,50
Croatia,1996,48,50,30,77.4,50.5,55,N/A,0,69,50,50
Cuba,1996,27.8,10,10,47.6,0,40,N/A,62.9,60,10,10
Cyprus,1996,67.7,50,50,71.9,67.9,85,N/A,76,68.4,70,70
Czech Republic,1996,68.1,70,50,47.5,38.2,100,N/A,72.5,75,70,90
Democratic Republic of Congo,1996,39.5,30,10,54.7,97.2,55,N/A,0,49,30,30
Denmark,1996,67.3,90,90,31.5,0,85,N/A,91.4,77.8,70,70
Djibouti,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,1996,58.1,30,30,85.4,89.3,55,N/A,78,55,50,50
Ecuador,1996,60.1,50,30,79,92.5,55,N/A,53,61,70,50
Egypt,1996,52,50,50,56.2,61.8,55,N/A,70.3,25,50,50
El Salvador ,1996,70.1,50,50,83.7,92,70,N/A,72.5,73,70,70
Equatorial Guinea,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eritrea,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,1996,65.4,70,50,73.2,59.2,85,N/A,17.3,74,90,70
Ethiopia,1996,45.9,30,30,48.8,88.5,55,N/A,73.4,27,30,30
Fiji,1996,57.4,50,30,67.4,74.4,55,N/A,80.5,59,50,50
Finland,1996,63.7,90,90,58.4,0,55,N/A,82.3,77.8,70,50
France,1996,63.7,70,90,60.6,8.3,85,N/A,81.4,77.8,50,50
Gabon,1996,55.7,50,50,52.5,75.5,70,N/A,59.5,23.6,70,50
Georgia,1996,44.1,30,10,92,61.3,55,N/A,0,69,50,30
Germany,1996,69.1,90,90,44,27.1,70,N/A,83.5,77.8,70,70
Ghana,1996,57.7,50,70,73.8,74.8,55,N/A,64.3,31.2,50,50
Greece,1996,60.5,70,50,58,50.5,70,N/A,67.9,77.8,70,30
Guatemala ,1996,63.7,50,50,84.1,96.6,55,N/A,69,69,50,50
Guinea,1996,58.5,50,10,71.4,89.1,55,N/A,80.2,51,50,70
Guinea-Bissau,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guyana,1996,50.1,50,30,55.9,37.3,55,N/A,71.5,51,50,50
Haiti,1996,41,10,10,78.6,97.7,40,N/A,47.5,65,10,10
Honduras ,1996,56.6,50,30,65.5,82.7,55,N/A,63.3,63,50,50
Hong Kong,1996,90.5,90,90,91.4,92,100,N/A,81.1,90,90,90
Hungary ,1996,56.8,70,50,55.8,0,70,N/A,66.6,59,70,70
Iceland,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,1996,47.4,50,10,63.5,88.7,55,N/A,65.6,14,50,30
Indonesia,1996,61,50,10,80,90,55,N/A,71.3,73,70,50
Iran,1996,36.1,10,10,41.5,92.1,55,N/A,51.3,45,10,10
Iraq,1996,17.2,10,10,10,10.2,55,N/A,0,40,10,10
Ireland,1996,68.5,90,50,49.1,39,85,N/A,85.6,77.8,70,70
Israel,1996,62,70,30,51.1,27.7,85,N/A,73.1,81,90,50
Italy,1996,60.8,70,90,42.2,0.1,70,N/A,77,77.8,70,50
Jamaica ,1996,66.7,70,50,76.2,76.5,70,N/A,52.2,65,70,70
Japan,1996,72.6,90,90,53.6,63.9,85,N/A,88.9,82,50,50
Jordan,1996,60.8,70,30,36.6,62.8,70,N/A,78.2,59.2,70,70
Kazakhstan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenya,1996,56.4,50,50,69.3,62.6,55,N/A,53.7,67,50,50
Kiribati,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,1996,66.1,90,70,99.9,10.9,85,N/A,81.7,77,30,50
Kyrgyz Republic ,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1996,38.5,10,10,32.3,90.2,40,N/A,62.8,81,10,10
Latvia,1996,55,50,50,78,50.8,70,N/A,41.1,55,50,50
Lebanon,1996,63.2,50,10,98,79.9,70,N/A,66.4,75,50,70
Lesotho,1996,47,50,30,59.1,38.7,55,N/A,65.3,45,50,30
Liberia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,1996,31.7,10,10,33.3,73,40,N/A,60.2,39,10,10
Liechtenstein,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1996,49.7,50,30,76.6,62.4,70,N/A,12.9,65,50,30
Luxembourg,1996,72.5,90,90,46.6,37.1,85,N/A,84.7,79,70,70
Macau,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1996,52.2,50,30,74.8,87.3,70,N/A,60.5,37.6,30,30
Malawi,1996,56.2,50,30,73.4,78.8,55,N/A,54.9,64,50,50
Malaysia ,1996,69.9,70,70,76.7,82.7,85,N/A,77.7,67,50,50
Maldives,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1996,57,50,10,48.8,83.4,70,N/A,65.6,65,70,50
Malta,1996,55.8,50,10,67.7,50.8,70,N/A,72.5,61,70,50
Mauritania,1996,45.5,30,30,49.8,80.3,55,N/A,69.6,55,30,10
Mauritius,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mexico,1996,61.2,50,50,73.1,93.1,55,N/A,66.6,63,70,30
Micronesia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1996,52.5,50,30,75.1,72.1,70,N/A,0,75,50,50
Mongolia,1996,47.4,70,50,40,17.3,70,N/A,14.5,65,50,50
Montenegro,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1996,64.3,70,50,60.5,73.2,70,N/A,75.6,59,70,50
Mozambique ,1996,48.4,30,10,74.2,88.6,55,N/A,42.5,75,30,30
Namibia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nepal,1996,50.3,30,10,86.4,91.3,55,N/A,67,53.2,30,30
New Zealand,1996,78.1,90,90,65.1,48.6,85,N/A,86,78.6,70,90
Nicaragua ,1996,54.1,30,10,78.6,68.5,55,N/A,68.5,56,70,50
Niger,1996,45.8,30,10,46.1,92,55,N/A,54.5,65,30,30
Nigeria,1996,47.4,50,50,78.6,0,55,N/A,47.7,45,70,30
North Korea,1996,8.9,10,10,0,0,40,N/A,0,0,10,10
Norway,1996,65.4,90,90,58.9,8.9,70,N/A,81.7,69,70,50
Oman,1996,65.4,70,70,75,49.3,85,N/A,86.7,73,50,30
Pakistan ,1996,58.4,70,30,65,66.3,55,N/A,68.5,31,70,70
Panama ,1996,71.8,50,50,77.6,85.2,70,N/A,88.2,65,70,90
Papua New Guinea,1996,58.6,50,50,81.5,69.3,70,N/A,81.2,45.8,50,30
Paraguay ,1996,67.1,50,10,90.1,92.8,70,N/A,62,69,90,70
Peru,1996,62.5,50,30,81,93.4,55,N/A,57.9,55,70,70
Poland,1996,57.8,70,70,48,32.6,70,N/A,52.4,57,70,50
Portugal,1996,64.5,70,70,61.5,31.5,70,N/A,79.7,77.8,70,50
Qatar,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Congo ,1996,40.3,30,10,49.6,54.8,55,N/A,50.9,52.4,30,30
Romania,1996,46.2,30,30,42.4,64.9,55,N/A,11.9,61.6,70,50
Russia,1996,51.6,50,30,75.5,66.5,70,N/A,0,52,70,50
Rwanda,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1996,47.6,50,70,64.5,2.2,70,N/A,72,0,50,50
Ṣo Tom̩ and Pr�_ncipe ,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1996,68.3,90,70,99.4,46.3,85,N/A,84.9,59,30,50
Senegal,1996,58.2,70,50,60.7,87,55,N/A,55.8,45,50,50
Serbia ,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1996,52.3,50,10,51.3,91.5,70,N/A,56.8,61,50,30
Singapore,1996,86.5,90,90,80.8,90.7,100,N/A,84.4,83,90,70
Slovakia,1996,57.6,50,50,66.4,22,70,N/A,65.1,75,70,50
Slovenia,1996,50.4,30,30,69.3,34.6,70,N/A,60.5,59,30,70
Solomon Islands,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1996,62.5,50,50,63.6,62.2,85,N/A,75.4,56.4,70,50
South Korea,1996,73,90,70,64.4,86.4,70,N/A,79.6,77,50,70
Spain,1996,59.6,70,50,45.8,26.8,70,N/A,76.2,77.8,70,50
Sri Lanka,1996,62.5,50,30,72.5,78.1,70,N/A,80.5,61,50,70
Sudan,1996,39.2,30,30,32.9,74.6,70,N/A,17.9,37,30,30
